Date,SPY
2015-05-05,173.3243408203125
2015-05-06,172.61082458496094
2015-05-07,173.2994842529297
2015-05-08,175.58111572265625
2015-05-11,174.74314880371094
2015-05-12,174.22044372558594
2015-05-13,174.25363159179688
2015-05-14,176.07069396972656
2015-05-15,176.261474609375
2015-05-18,176.80905151367188
2015-05-19,176.75100708007812
2015-05-20,176.62655639648438
2015-05-21,177.1409912109375
2015-05-22,176.7178497314453
2015-05-26,174.8178253173828
2015-05-27,176.47723388671875
2015-05-28,176.27809143066406
2015-05-29,175.1829071044922
2015-06-01,175.53968811035156
2015-06-02,175.36541748046875
2015-06-03,175.83001708984375
2015-06-04,174.34486389160156
2015-06-05,174.046142578125
2015-06-08,172.97584533691406
2015-06-09,172.95098876953125
2015-06-10,175.02520751953125
2015-06-11,175.5894317626953
2015-06-12,174.24534606933594
2015-06-15,173.49856567382812
2015-06-16,174.44442749023438
2015-06-17,174.72654724121094
2015-06-18,176.54360961914062
2015-06-19,175.7598876953125
2015-06-22,176.66029357910156
2015-06-23,176.7853546142578
2015-06-24,175.50140380859375
2015-06-25,174.9678497314453
2015-06-26,174.93446350097656
2015-06-29,171.26600646972656
2015-06-30,171.62457275390625
2015-07-01,173.00018310546875
2015-07-02,172.84181213378906
2015-07-06,172.34988403320312
2015-07-07,173.4337615966797
2015-07-08,170.5240020751953
2015-07-09,170.8324737548828
2015-07-10,172.98355102539062
2015-07-13,174.8927459716797
2015-07-14,175.6514434814453
2015-07-15,175.59310913085938
2015-07-16,177.00210571289062
2015-07-17,177.15219116210938
2015-07-20,177.24391174316406
2015-07-21,176.54364013671875
2015-07-22,176.2268524169922
2015-07-23,175.23464965820312
2015-07-24,173.41705322265625
2015-07-27,172.40821838378906
2015-07-28,174.52597045898438
2015-07-29,175.72653198242188
2015-07-30,175.7682342529297
2015-07-31,175.50140380859375
2015-08-03,174.90948486328125
2015-08-04,174.56764221191406
2015-08-05,175.1429443359375
2015-08-06,173.70892333984375
2015-08-07,173.37539672851562
2015-08-10,175.5597686767578
2015-08-11,173.97569274902344
2015-08-12,174.18411254882812
2015-08-13,173.96734619140625
2015-08-14,174.6009979248047
2015-08-17,175.576416015625
2015-08-18,175.06788635253906
2015-08-19,173.68386840820312
2015-08-20,170.05712890625
2015-08-21,164.93801879882812
2015-08-24,157.9929656982422
2015-08-25,156.1337432861328
2015-08-26,162.12832641601562
2015-08-27,166.13856506347656
2015-08-28,166.14688110351562
2015-08-31,164.8045654296875
2015-09-01,159.8855438232422
2015-09-02,162.92034912109375
2015-09-03,163.03704833984375
2015-09-04,160.56919860839844
2015-09-08,164.60446166992188
2015-09-09,162.4033966064453
2015-09-10,163.28717041015625
2015-09-11,164.02919006347656
2015-09-14,163.4205780029297
2015-09-15,165.46324157714844
2015-09-16,166.8972930908203
2015-09-17,166.52207946777344
2015-09-18,163.8008575439453
2015-09-21,164.6473388671875
2015-09-22,162.51023864746094
2015-09-23,162.25039672851562
2015-09-24,161.66375732421875
2015-09-25,161.6219024658203
2015-09-28,157.5656280517578
2015-09-29,157.6578369140625
2015-09-30,160.59945678710938
2015-10-01,161.0185089111328
2015-10-02,163.42373657226562
2015-10-05,166.33184814453125
2015-10-06,165.761962890625
2015-10-07,167.11962890625
2015-10-08,168.6280975341797
2015-10-09,168.72872924804688
2015-10-12,168.88795471191406
2015-10-13,167.8235626220703
2015-10-14,167.01907348632812
2015-10-15,169.58351135253906
2015-10-16,170.3545684814453
2015-10-19,170.43836975097656
2015-10-20,170.22042846679688
2015-10-21,169.16455078125
2015-10-22,172.02230834960938
2015-10-23,173.90802001953125
2015-10-26,173.4805908203125
2015-10-27,173.14532470703125
2015-10-28,175.1147918701172
2015-10-29,175.01419067382812
2015-10-30,174.260009765625
2015-11-02,176.32162475585938
2015-11-03,176.83287048339844
2015-11-04,176.29653930664062
2015-11-05,176.1204833984375
2015-11-06,176.0283203125
2015-11-09,174.38568115234375
2015-11-10,174.7880401611328
2015-11-11,174.1007537841797
2015-11-12,171.67034912109375
2015-11-13,169.74273681640625
2015-11-16,172.3240966796875
2015-11-17,172.1983642578125
2015-11-18,174.93043518066406
2015-11-19,174.77957153320312
2015-11-20,175.41651916503906
2015-11-23,175.2153778076172
2015-11-24,175.45005798339844
2015-11-25,175.42489624023438
2015-11-27,175.62603759765625
2015-11-30,174.8969268798828
2015-12-01,176.56471252441406
2015-12-02,174.7628173828125
2015-12-03,172.315673828125
2015-12-04,175.6763153076172
2015-12-07,174.61195373535156
2015-12-08,173.4386444091797
2015-12-09,172.0894012451172
2015-12-10,172.5335693359375
2015-12-11,169.18966674804688
2015-12-14,170.04446411132812
2015-12-15,171.8295440673828
2015-12-16,174.3438262939453
2015-12-17,171.68704223632812
2015-12-18,168.62847900390625
2015-12-21,170.01954650878906
2015-12-22,171.56234741210938
2015-12-23,173.68685913085938
2015-12-24,173.40020751953125
2015-12-28,173.00396728515625
2015-12-29,174.85020446777344
2015-12-30,173.61099243164062
2015-12-31,171.87425231933594
2016-01-04,169.47158813476562
2016-01-05,169.7582244873047
2016-01-06,167.61683654785156
2016-01-07,163.59539794921875
2016-01-08,161.7997283935547
2016-01-11,161.95986938476562
2016-01-12,163.26670837402344
2016-01-13,159.19468688964844
2016-01-14,161.8081512451172
2016-01-15,158.3347930908203
2016-01-19,158.5455322265625
2016-01-20,156.51376342773438
2016-01-21,157.3905487060547
2016-01-22,160.6194610595703
2016-01-25,158.19146728515625
2016-01-26,160.34963989257812
2016-01-27,158.6044921875
2016-01-28,159.43069458007812
2016-01-29,163.3172149658203
2016-02-01,163.2582244873047
2016-02-02,160.31593322753906
2016-02-03,161.27703857421875
2016-02-04,161.52992248535156
2016-02-05,158.45278930664062
2016-02-08,156.31985473632812
2016-02-09,156.32827758789062
2016-02-10,156.19337463378906
2016-02-11,154.16163635253906
2016-02-12,157.33993530273438
2016-02-16,159.99557495117188
2016-02-17,162.60903930664062
2016-02-18,161.94300842285156
2016-02-19,161.8671875
2016-02-22,164.21095275878906
2016-02-23,162.13693237304688
2016-02-24,162.87887573242188
2016-02-25,164.8515625
2016-02-26,164.47222900390625
2016-02-29,163.18235778808594
2016-03-01,167.01821899414062
2016-03-02,167.76856994628906
2016-03-03,168.42617797851562
2016-03-04,168.97412109375
2016-03-07,169.10906982421875
2016-03-08,167.26271057128906
2016-03-09,168.08897399902344
2016-03-10,168.22381591796875
2016-03-11,170.93846130371094
2016-03-14,170.7192840576172
2016-03-15,170.44107055664062
2016-03-16,171.42747497558594
2016-03-17,172.5149688720703
2016-03-18,173.19288635253906
2016-03-21,173.43869018554688
2016-03-22,173.34542846679688
2016-03-23,172.20143127441406
2016-03-24,172.1251678466797
2016-03-28,172.22691345214844
2016-03-29,173.8199920654297
2016-03-30,174.5827178955078
2016-03-31,174.1589813232422
2016-04-01,175.34532165527344
2016-04-04,174.77757263183594
2016-04-05,173.03192138671875
2016-04-06,174.92161560058594
2016-04-07,172.82852172851562
2016-04-08,173.2946014404297
2016-04-11,172.8878936767578
2016-04-12,174.49790954589844
2016-04-13,176.260498046875
2016-04-14,176.26898193359375
2016-04-15,176.07406616210938
2016-04-18,177.31134033203125
2016-04-19,177.87060546875
2016-04-20,178.0400848388672
2016-04-21,177.08251953125
2016-04-22,177.08251953125
2016-04-25,176.77748107910156
2016-04-26,177.04014587402344
2016-04-27,177.40452575683594
2016-04-28,175.79446411132812
2016-04-29,174.84536743164062
2016-05-02,176.23504638671875
2016-05-03,174.70130920410156
2016-05-04,173.7267608642578
2016-05-05,173.69290161132812
2016-05-06,174.32843017578125
2016-05-09,174.4724884033203
2016-05-10,176.64183044433594
2016-05-11,174.98941040039062
2016-05-12,175.040283203125
2016-05-13,173.51490783691406
2016-05-16,175.22669982910156
2016-05-17,173.59121704101562
2016-05-18,173.64198303222656
2016-05-19,173.0403289794922
2016-05-20,174.13356018066406
2016-05-23,173.89622497558594
2016-05-24,176.1503448486328
2016-05-25,177.34521484375
2016-05-26,177.39605712890625
2016-05-27,178.15875244140625
2016-05-31,177.8197479248047
2016-06-01,178.18417358398438
2016-06-02,178.72647094726562
2016-06-03,178.19261169433594
2016-06-06,179.09934997558594
2016-06-07,179.37899780273438
2016-06-08,179.9636993408203
2016-06-09,179.71791076660156
2016-06-10,178.0146942138672
2016-06-13,176.64183044433594
2016-06-14,176.29441833496094
2016-06-15,176.04869079589844
2016-06-16,176.57408142089844
2016-06-17,175.9164581298828
2016-06-20,177.0493927001953
2016-06-21,177.552001953125
2016-06-22,177.26239013671875
2016-06-23,179.57077026367188
2016-06-24,173.12255859375
2016-06-27,170.0219268798828
2016-06-28,173.08840942382812
2016-06-29,176.03570556640625
2016-06-30,178.43785095214844
2016-07-01,178.81265258789062
2016-07-05,177.5263671875
2016-07-06,178.59115600585938
2016-07-07,178.48040771484375
2016-07-08,181.13809204101562
2016-07-11,181.77691650390625
2016-07-12,183.09725952148438
2016-07-13,183.07168579101562
2016-07-14,184.0938262939453
2016-07-15,183.84690856933594
2016-07-18,184.3408966064453
2016-07-19,184.1534881591797
2016-07-20,184.92013549804688
2016-07-21,184.2216796875
2016-07-22,185.0479278564453
2016-07-25,184.54534912109375
2016-07-26,184.63047790527344
2016-07-27,184.43460083007812
2016-07-28,184.64756774902344
2016-07-29,184.9456787109375
2016-08-01,184.7923583984375
2016-08-02,183.60833740234375
2016-08-03,184.1449737548828
2016-08-04,184.3408966064453
2016-08-05,185.84861755371094
2016-08-08,185.73785400390625
2016-08-09,185.84861755371094
2016-08-10,185.38861083984375
2016-08-11,186.24900817871094
2016-08-12,186.0871124267578
2016-08-15,186.623779296875
2016-08-16,185.66122436523438
2016-08-17,186.0104522705078
2016-08-18,186.42787170410156
2016-08-19,186.15525817871094
2016-08-22,186.14674377441406
2016-08-23,186.52151489257812
2016-08-24,185.5675506591797
2016-08-25,185.4397430419922
2016-08-26,185.0905303955078
2016-08-29,186.00193786621094
2016-08-30,185.6952667236328
2016-08-31,185.16712951660156
2016-09-01,185.1757049560547
2016-09-02,186.0104522705078
2016-09-06,186.5726776123047
2016-09-07,186.5556182861328
2016-09-08,186.12973022460938
2016-09-09,181.67469787597656
2016-09-12,184.2812957763672
2016-09-13,181.63217163085938
2016-09-14,181.56396484375
2016-09-15,183.3783416748047
2016-09-16,182.66946411132812
2016-09-19,182.7037811279297
2016-09-20,182.7123260498047
2016-09-21,184.76695251464844
2016-09-22,185.93124389648438
2016-09-23,184.91253662109375
2016-09-26,183.414306640625
2016-09-27,184.552978515625
2016-09-28,185.46896362304688
2016-09-29,183.79098510742188
2016-09-30,185.17788696289062
2016-10-03,184.73272705078125
2016-10-04,183.79098510742188
2016-10-05,184.60427856445312
2016-10-06,184.73272705078125
2016-10-07,184.09918212890625
2016-10-10,185.05804443359375
2016-10-11,182.7207794189453
2016-10-12,182.96055603027344
2016-10-13,182.36129760742188
2016-10-14,182.45545959472656
2016-10-17,181.82191467285156
2016-10-18,182.96055603027344
2016-10-19,183.44851684570312
2016-10-20,183.1061248779297
2016-10-21,183.19171142578125
2016-10-24,183.97076416015625
2016-10-25,183.35440063476562
2016-10-26,182.98623657226562
2016-10-27,182.498291015625
2016-10-28,181.95889282226562
2016-10-31,181.9674530029297
2016-11-01,180.64901733398438
2016-11-02,179.561767578125
2016-11-03,178.7399139404297
2016-11-04,178.5430145263672
2016-11-07,182.48110961914062
2016-11-08,183.30299377441406
2016-11-09,185.24635314941406
2016-11-10,185.70867919921875
2016-11-11,185.2806854248047
2016-11-14,185.4262237548828
2016-11-15,186.8730010986328
2016-11-16,186.52197265625
2016-11-17,187.4808349609375
2016-11-18,187.0613250732422
2016-11-21,188.47389221191406
2016-11-22,188.84210205078125
2016-11-23,188.94480895996094
2016-11-25,189.64682006835938
2016-11-28,188.75645446777344
2016-11-29,189.12464904785156
2016-11-30,188.6708984375
2016-12-01,187.9774169921875
2016-12-02,188.07159423828125
2016-12-05,189.20164489746094
2016-12-06,189.80093383789062
2016-12-07,192.28366088867188
2016-12-08,192.75453186035156
2016-12-09,193.91879272460938
2016-12-12,193.6962432861328
2016-12-13,194.98898315429688
2016-12-14,193.37950134277344
2016-12-15,194.1756591796875
2016-12-16,193.79592895507812
2016-12-19,194.21792602539062
2016-12-20,194.96713256835938
2016-12-21,194.42453002929688
2016-12-22,194.08868408203125
2016-12-23,194.37290954589844
2016-12-27,194.8551483154297
2016-12-28,193.24476623535156
2016-12-29,193.20172119140625
2016-12-30,192.49551391601562
2017-01-03,193.9681396484375
2017-01-04,195.12213134765625
2017-01-05,194.96713256835938
2017-01-06,195.66465759277344
2017-01-09,195.0187530517578
2017-01-10,195.0187530517578
2017-01-11,195.56991577148438
2017-01-12,195.07901000976562
2017-01-13,195.52684020996094
2017-01-17,194.83792114257812
2017-01-18,195.2685089111328
2017-01-19,194.5451202392578
2017-01-20,195.2599334716797
2017-01-23,194.75173950195312
2017-01-24,196.00047302246094
2017-01-25,197.69699096679688
2017-01-26,197.49032592773438
2017-01-27,197.1802520751953
2017-01-30,195.95741271972656
2017-01-31,195.94020080566406
2017-02-01,196.01766967773438
2017-02-02,196.1468963623047
2017-02-03,197.49891662597656
2017-02-06,197.1458282470703
2017-02-07,197.15444946289062
2017-02-08,197.41281127929688
2017-02-09,198.58401489257812
2017-02-10,199.36756896972656
2017-02-13,200.4527130126953
2017-02-14,201.25355529785156
2017-02-15,202.30418395996094
2017-02-16,202.1319580078125
2017-02-17,202.4506072998047
2017-02-21,203.65623474121094
2017-02-22,203.47535705566406
2017-02-23,203.61317443847656
2017-02-24,203.8715057373047
2017-02-27,204.1901397705078
2017-02-28,203.63897705078125
2017-03-01,206.4894561767578
2017-03-02,205.18911743164062
2017-03-03,205.31825256347656
2017-03-06,204.70681762695312
2017-03-07,204.0954132080078
2017-03-08,203.7164764404297
2017-03-09,203.97486877441406
2017-03-10,204.68955993652344
2017-03-13,204.79293823242188
2017-03-14,204.00924682617188
2017-03-15,205.77471923828125
2017-03-16,205.3699188232422
2017-03-17,205.00929260253906
2017-03-20,204.784423828125
2017-03-21,202.1550750732422
2017-03-22,202.63076782226562
2017-03-23,202.41456604003906
2017-03-24,202.2675018310547
2017-03-27,202.05987548828125
2017-03-28,203.53025817871094
2017-03-29,203.72055053710938
2017-03-30,204.36920166015625
2017-03-31,203.8935546875
2017-04-03,203.5388946533203
2017-04-04,203.66868591308594
2017-04-05,203.06320190429688
2017-04-06,203.63406372070312
2017-04-07,203.4264678955078
2017-04-10,203.54757690429688
2017-04-11,203.3053741455078
2017-04-12,202.41456604003906
2017-04-13,201.0998992919922
2017-04-17,202.88162231445312
2017-04-18,202.27613830566406
2017-04-19,201.904296875
2017-04-20,203.54757690429688
2017-04-21,202.89891052246094
2017-04-24,205.13037109375
2017-04-25,206.3239288330078
2017-04-26,206.1941680908203
2017-04-27,206.3671875
2017-04-28,205.91741943359375
2017-05-01,206.43637084960938
2017-05-02,206.5142059326172
2017-05-03,206.26336669921875
2017-05-04,206.5055389404297
2017-05-05,207.318603515625
2017-05-08,207.28396606445312
2017-05-09,207.0937042236328
2017-05-10,207.46560668945312
2017-05-11,207.0417938232422
2017-05-12,206.69581604003906
2017-05-15,207.83749389648438
2017-05-16,207.64724731445312
2017-05-17,203.96270751953125
2017-05-18,204.784423828125
2017-05-19,206.1163330078125
2017-05-22,207.16287231445312
2017-05-23,207.62127685546875
2017-05-24,208.10562133789062
2017-05-25,209.10025024414062
2017-05-26,209.05699157714844
2017-05-30,208.87539672851562
2017-05-31,208.82354736328125
2017-06-01,210.48416137695312
2017-06-02,211.1847381591797
2017-06-05,211.029052734375
2017-06-06,210.3544464111328
2017-06-07,210.74359130859375
2017-06-08,210.8473663330078
2017-06-09,210.5274200439453
2017-06-12,210.48416137695312
2017-06-13,211.51341247558594
2017-06-14,211.24526977539062
2017-06-15,210.8387451171875
2017-06-16,210.88479614257812
2017-06-19,212.64047241210938
2017-06-20,211.20639038085938
2017-06-21,211.15420532226562
2017-06-22,211.0586395263672
2017-06-23,211.31063842773438
2017-06-26,211.44973754882812
2017-06-27,209.74627685546875
2017-06-28,211.6235809326172
2017-06-29,209.76364135742188
2017-06-30,210.15478515625
2017-07-03,210.51107788085938
2017-07-05,210.99778747558594
2017-07-06,209.06837463378906
2017-07-07,210.42417907714844
2017-07-10,210.65016174316406
2017-07-11,210.49371337890625
2017-07-12,212.0755157470703
2017-07-13,212.43191528320312
2017-07-14,213.4226837158203
2017-07-17,213.39663696289062
2017-07-18,213.50955200195312
2017-07-19,214.66552734375
2017-07-20,214.76113891601562
2017-07-21,214.56991577148438
2017-07-24,214.5177764892578
2017-07-25,215.0392608642578
2017-07-26,215.0479278564453
2017-07-27,214.84799194335938
2017-07-28,214.59591674804688
2017-07-31,214.47427368164062
2017-08-01,214.95236206054688
2017-08-02,215.05661010742188
2017-08-03,214.639404296875
2017-08-04,215.0305938720703
2017-08-07,215.43035888671875
2017-08-08,214.90017700195312
2017-08-09,214.8914794921875
2017-08-10,211.8582305908203
2017-08-11,212.17112731933594
2017-08-14,214.27439880371094
2017-08-15,214.24832153320312
2017-08-16,214.62205505371094
2017-08-17,211.2759552001953
2017-08-18,210.94569396972656
2017-08-21,211.1107635498047
2017-08-22,213.31837463378906
2017-08-23,212.5535430908203
2017-08-24,212.05816650390625
2017-08-25,212.5535430908203
2017-08-28,212.56224060058594
2017-08-29,212.80555725097656
2017-08-30,213.81375122070312
2017-08-31,215.10008239746094
2017-09-01,215.40428161621094
2017-09-05,213.85719299316406
2017-09-06,214.58731079101562
2017-09-07,214.56121826171875
2017-09-08,214.3091583251953
2017-09-11,216.5949249267578
2017-09-12,217.32504272460938
2017-09-13,217.4293670654297
2017-09-14,217.35980224609375
2017-09-15,217.6524200439453
2017-09-18,218.11532592773438
2017-09-19,218.3336639404297
2017-09-20,218.41229248046875
2017-09-21,217.82704162597656
2017-09-22,217.87074279785156
2017-09-25,217.42532348632812
2017-09-26,217.5563507080078
2017-09-27,218.403564453125
2017-09-28,218.66561889648438
2017-09-29,219.43421936035156
2017-10-02,220.38629150390625
2017-10-03,220.85792541503906
2017-10-04,221.11997985839844
2017-10-05,222.43011474609375
2017-10-06,222.17684936523438
2017-10-09,221.80999755859375
2017-10-10,222.39520263671875
2017-10-11,222.74461364746094
2017-10-12,222.4126434326172
2017-10-13,222.68344116210938
2017-10-16,222.98036193847656
2017-10-17,223.13763427734375
2017-10-18,223.35597229003906
2017-10-19,223.41709899902344
2017-10-20,224.5700225830078
2017-10-23,223.6966094970703
2017-10-24,224.08969116210938
2017-10-25,222.98036193847656
2017-10-26,223.26861572265625
2017-10-27,225.09413146972656
2017-10-30,224.255615234375
2017-10-31,224.60496520996094
2017-11-01,224.9019317626953
2017-11-02,224.9893035888672
2017-11-03,225.74046325683594
2017-11-06,226.08987426757812
2017-11-07,225.9326171875
2017-11-08,226.3168487548828
2017-11-09,225.4958953857422
2017-11-10,225.42601013183594
2017-11-13,225.63568115234375
2017-11-14,225.1116180419922
2017-11-15,223.98486328125
2017-11-16,225.8889617919922
2017-11-17,225.2251434326172
2017-11-20,225.6094207763672
2017-11-21,227.0854949951172
2017-11-22,226.88462829589844
2017-11-24,227.40870666503906
2017-11-27,227.29519653320312
2017-11-28,229.60105895996094
2017-11-29,229.46128845214844
2017-11-30,231.4702911376953
2017-12-01,230.98983764648438
2017-12-04,230.71034240722656
2017-12-05,229.88055419921875
2017-12-06,229.92420959472656
2017-12-07,230.6492156982422
2017-12-08,231.90696716308594
2017-12-11,232.605712890625
2017-12-12,233.01625061035156
2017-12-13,232.9900360107422
2017-12-14,232.03797912597656
2017-12-15,233.97024536132812
2017-12-18,235.4539031982422
2017-12-19,234.5496368408203
2017-12-20,234.4267578125
2017-12-21,234.90956115722656
2017-12-22,234.84815979003906
2017-12-26,234.5672149658203
2017-12-27,234.6813507080078
2017-12-28,235.16419982910156
2017-12-29,234.2775115966797
2018-01-02,235.95431518554688
2018-01-03,237.4467315673828
2018-01-04,238.44752502441406
2018-01-05,240.03656005859375
2018-01-08,240.47552490234375
2018-01-09,241.01979064941406
2018-01-10,240.651123046875
2018-01-11,242.40689086914062
2018-01-12,243.98712158203125
2018-01-16,243.15313720703125
2018-01-17,245.4707794189453
2018-01-18,245.05812072753906
2018-01-19,246.17311096191406
2018-01-22,248.1746826171875
2018-01-23,248.70150756835938
2018-01-24,248.60494995117188
2018-01-25,248.7102508544922
2018-01-26,251.58970642089844
2018-01-29,249.9217529296875
2018-01-30,247.3582000732422
2018-01-31,247.48121643066406
2018-02-01,247.20034790039062
2018-02-02,241.8187255859375
2018-02-05,231.70523071289062
2018-02-06,236.27029418945312
2018-02-07,234.98863220214844
2018-02-08,226.17446899414062
2018-02-09,229.57196044921875
2018-02-12,232.94309997558594
2018-02-13,233.52249145507812
2018-02-14,236.67416381835938
2018-02-15,239.69418334960938
2018-02-16,239.76437377929688
2018-02-20,238.26315307617188
2018-02-21,237.0779266357422
2018-02-22,237.38526916503906
2018-02-23,241.16896057128906
2018-02-26,243.96949768066406
2018-02-27,240.92323303222656
2018-02-28,238.4826202392578
2018-03-01,235.01492309570312
2018-03-02,236.2264404296875
2018-03-05,238.95677185058594
2018-03-06,239.5624542236328
2018-03-07,239.4746856689453
2018-03-08,240.63356018066406
2018-03-09,244.82106018066406
2018-03-12,244.51382446289062
2018-03-13,242.93362426757812
2018-03-14,241.68695068359375
2018-03-15,241.42361450195312
2018-03-16,241.68548583984375
2018-03-19,238.41531372070312
2018-03-20,238.82090759277344
2018-03-21,238.36239624023438
2018-03-22,232.40406799316406
2018-03-23,227.45050048828125
2018-03-26,233.67337036132812
2018-03-27,229.6981658935547
2018-03-28,229.01942443847656
2018-03-29,231.9457550048828
2018-04-02,226.9392852783203
2018-04-03,229.8479766845703
2018-04-04,232.30712890625
2018-04-05,234.14051818847656
2018-04-06,228.92245483398438
2018-04-09,230.05067443847656
2018-04-10,233.7085418701172
2018-04-11,232.48333740234375
2018-04-12,234.39610290527344
2018-04-13,233.7085418701172
2018-04-16,235.6300506591797
2018-04-17,238.1509552001953
2018-04-18,238.32723999023438
2018-04-19,237.005126953125
2018-04-20,234.9954376220703
2018-04-23,234.96011352539062
2018-04-24,231.79591369628906
2018-04-25,232.3688201904297
2018-04-26,234.7310028076172
2018-04-27,234.951416015625
2018-04-30,233.14443969726562
2018-05-01,233.55877685546875
2018-05-02,231.98974609375
2018-05-03,231.47853088378906
2018-05-04,234.47537231445312
2018-05-07,235.26873779296875
2018-05-08,235.26873779296875
2018-05-09,237.54275512695312
2018-05-10,239.76394653320312
2018-05-11,240.49549865722656
2018-05-14,240.6101531982422
2018-05-15,238.95301818847656
2018-05-16,239.95782470703125
2018-05-17,239.75509643554688
2018-05-18,239.15573120117188
2018-05-21,240.9538116455078
2018-05-22,240.28396606445312
2018-05-23,240.9449920654297
2018-05-24,240.45144653320312
2018-05-25,239.87860107421875
2018-05-29,237.1196746826172
2018-05-30,240.28396606445312
2018-05-31,238.81202697753906
2018-06-01,241.15658569335938
2018-06-04,242.30245971679688
2018-06-05,242.47865295410156
2018-06-06,244.50592041015625
2018-06-07,244.47952270507812
2018-06-08,245.20217895507812
2018-06-11,245.5284423828125
2018-06-12,245.845703125
2018-06-13,245.061279296875
2018-06-14,245.67831420898438
2018-06-15,245.36476135253906
2018-06-18,244.860107421875
2018-06-19,243.92166137695312
2018-06-20,244.33778381347656
2018-06-21,242.80606079101562
2018-06-22,243.2487335205078
2018-06-25,239.93748474121094
2018-06-26,240.4687042236328
2018-06-27,238.47659301757812
2018-06-28,239.840087890625
2018-06-29,240.185302734375
2018-07-02,240.69882202148438
2018-07-03,239.84886169433594
2018-07-05,241.80560302734375
2018-07-06,243.8509063720703
2018-07-09,246.0465087890625
2018-07-10,246.93197631835938
2018-07-11,245.12576293945312
2018-07-12,247.34805297851562
2018-07-13,247.5428924560547
2018-07-16,247.32151794433594
2018-07-17,248.32199096679688
2018-07-18,248.84439086914062
2018-07-19,247.90586853027344
2018-07-20,247.62252807617188
2018-07-23,248.08291625976562
2018-07-24,249.33131408691406
2018-07-25,251.45623779296875
2018-07-26,250.86300659179688
2018-07-27,249.16311645507812
2018-07-30,247.8616180419922
2018-07-31,249.08343505859375
2018-08-01,248.6672821044922
2018-08-02,250.02191162109375
2018-08-03,251.09317016601562
2018-08-06,252.01406860351562
2018-08-07,252.8462677001953
2018-08-08,252.7400360107422
2018-08-09,252.3948211669922
2018-08-10,250.70370483398438
2018-08-13,249.76512145996094
2018-08-14,251.3588104248047
2018-08-15,249.48179626464844
2018-08-16,251.50048828125
2018-08-17,252.38589477539062
2018-08-20,252.92593383789062
2018-08-21,253.51918029785156
2018-08-22,253.3686981201172
2018-08-23,253.03219604492188
2018-08-24,254.55506896972656
2018-08-27,256.56488037109375
2018-08-28,256.68890380859375
2018-08-29,258.07000732421875
2018-08-30,257.0252990722656
2018-08-31,257.0339660644531
2018-09-04,256.59136962890625
2018-09-05,255.9007568359375
2018-09-06,255.13063049316406
2018-09-07,254.6347198486328
2018-09-10,255.0774688720703
2018-09-11,255.9186248779297
2018-09-12,255.98052978515625
2018-09-13,257.49444580078125
2018-09-14,257.5387268066406
2018-09-17,256.17529296875
2018-09-18,257.56536865234375
2018-09-19,257.8397521972656
